CHG1AY3,constant,CONTROL,default,EFYTOTLT,gr,INSTNM,lat,linked_name,lon,netprice,online,ownership,ownershipcolor,popup,RET_PCF,salary,SATMT75,SATVR75,selectivity,testing,testingcolors,TestScoresRequired,totsize,type,typecolors,netprice_trimmed,size_trimmed,totsize_trimmed,tuition
9366.0,1.0,1,17.2,4549,31.0,Alabama A & M University,34.783368,<a href='http://www.aamu.edu/' target='_blank'>Alabama A & M University</a>,-86.568502,13203,,Public,#1B9E77,"<a href='http://www.aamu.edu/' target='_blank'>Alabama A & M University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 4,549 (51% women)<br/>Total size: 5,872<br/>Tuition and fees: $9,366<br/>Avg net price: $13,203<br/>SAT math (25th-75th pctile): 360-480<br/>SAT verbal (25th-75th pctile): 383-470<br/>Admit rate: 65%<br/>Graduation rate: 31%<br/>First-year retention: 58%<br/>Median salary (6yrs after): $22,000<br/>Default rate: 17%",58,22e3,480,470,35.0,Required,#66C2A5,TRUE,5872,Master's Colleges,#D95F02,13203.0,4549.0,4549.0,9366.0
7766.0,1.0,1,6.2,13465,55.0,University of Alabama at Birmingham,33.50223,<a href='http://www.uab.edu' target='_blank'>University of Alabama at Birmingham</a>,-86.80917,15772,,Public,#1B9E77,"<a href='http://www.uab.edu' target='_blank'>University of Alabama at Birmingham</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 13,465 (58% women)<br/>Total size: 21,720<br/>Tuition and fees: $7,766<br/>Avg net price: $15,772<br/>SAT math (25th-75th pctile): 520-668<br/>SAT verbal (25th-75th pctile): 520-630<br/>Admit rate: 60%<br/>Graduation rate: 55%<br/>First-year retention: 79%<br/>Median salary (6yrs after): $33,300<br/>Default rate: 6%",79,33300.0,668,630,40.0,Required,#66C2A5,TRUE,21720,Doctoral Universities,#1B9E77,15772.0,13465.0,13465.0,7766.0
6900.0,1.0,2,12.2,401,NA,Amridge University,32.362609,<a href='http://www.amridgeuniversity.edu' target='_blank'>Amridge University</a>,-86.17401,4613,Online Only,Private non-profit,#7570B3,"<a href='http://www.amridgeuniversity.edu' target='_blank'>Amridge University</a><br/>Master's Colleges, Private non-profit, Online Only<br/>Undergrad size: 401 (55% women)<br/>Total size: 860<br/>Tuition and fees: $6,900<br/>Avg net price: $4,613<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 67%<br/>Median salary (6yrs after): $35,200<br/>Default rate: 12%",67,35200.0,NA,NA,NA,NA,NA,NA,860,Master's Colleges,#D95F02,4613.0,401.0,401.0,6900.0
9128.0,1.0,1,6.1,6540,49.0,University of Alabama in Huntsville,34.722818,<a href='http://www.uah.edu' target='_blank'>University of Alabama in Huntsville</a>,-86.63842,13737,,Public,#1B9E77,"<a href='http://www.uah.edu' target='_blank'>University of Alabama in Huntsville</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 6,540 (43% women)<br/>Total size: 8,588<br/>Tuition and fees: $9,128<br/>Avg net price: $13,737<br/>SAT math (25th-75th pctile): 550-680<br/>SAT verbal (25th-75th pctile): 520-650<br/>Admit rate: 81%<br/>Graduation rate: 49%<br/>First-year retention: 80%<br/>Median salary (6yrs after): $35,900<br/>Default rate: 6%",80,35900.0,680,650,19.0,Required,#66C2A5,TRUE,8588,Doctoral Universities,#1B9E77,13737.0,6540.0,6540.0,9128.0
8720.0,1.0,1,15.6,5456,27.0,Alabama State University,32.364317,<a href='http://www.alasu.edu' target='_blank'>Alabama State University</a>,-86.295677,10977,,Public,#1B9E77,"<a href='http://www.alasu.edu' target='_blank'>Alabama State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 5,456 (61% women)<br/>Total size: 6,261<br/>Tuition and fees: $8,720<br/>Avg net price: $10,977<br/>SAT math (25th-75th pctile): 360-460<br/>SAT verbal (25th-75th pctile): 370-450<br/>Admit rate: 46%<br/>Graduation rate: 27%<br/>First-year retention: 60%<br/>Median salary (6yrs after): $20,300<br/>Default rate: 16%",60,20300.0,460,450,54.0,Required,#66C2A5,TRUE,6261,Master's Colleges,#D95F02,10977.0,5456.0,5456.0,8720.0
10170.0,1.0,1,6.3,33809,67.0,The University of Alabama,33.2144,<a href='http://www.ua.edu/' target='_blank'>The University of Alabama</a>,-87.545766,18814,,Public,#1B9E77,"<a href='http://www.ua.edu/' target='_blank'>The University of Alabama</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 33,809 (54% women)<br/>Total size: 40,268<br/>Tuition and fees: $10,170<br/>Avg net price: $18,814<br/>SAT math (25th-75th pctile): 490-610<br/>SAT verbal (25th-75th pctile): 490-600<br/>Admit rate: 54%<br/>Graduation rate: 67%<br/>First-year retention: 86%<br/>Median salary (6yrs after): $33,200<br/>Default rate: 6%",86,33200.0,610,600,46.0,Required,#66C2A5,TRUE,40268,Doctoral Universities,#1B9E77,18814.0,33809.0,33809.0,10170.0
4320.0,1.0,1,21.9,2439,NA,Central Alabama Community College,32.924429,<a href='http://www.cacc.edu' target='_blank'>Central Alabama Community College</a>,-85.94653,5798,,Public,#1B9E77,"<a href='http://www.cacc.edu' target='_blank'>Central Alabama Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,439 (59% women)<br/>Total size: 2,439<br/>Tuition and fees: $4,320<br/>Avg net price: $5,798<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 52%<br/>Median salary (6yrs after): $23,800<br/>Default rate: 22%",52,23800.0,NA,NA,NA,NA,NA,NA,2439,Associate's Colleges,#E7298A,5798.0,2439.0,2439.0,4320.0
NA,1.0,1,8.6,4304,NA,Athens State University,34.805625,<a href='http://www.athens.edu' target='_blank'>Athens State University</a>,-86.96514,NA,,Public,#1B9E77,"<a href='http://www.athens.edu' target='_blank'>Athens State University</a><br/>Baccalaureate Colleges, Public, <br/>Undergrad size: 4,304 (64% women)<br/>Total size: 4,304<br/>Tuition and fees: $NA<br/>Avg net price: $NA<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: NA%<br/>Median salary (6yrs after): $33,600<br/>Default rate: 9%",NA,33600.0,NA,NA,NA,NA,NA,NA,4304,Baccalaureate Colleges,#7570B3,NA,4304.0,4304.0,NA
9350.0,1.0,1,10.6,5272,22.0,Auburn University at Montgomery,32.369939,<a href='http://www.aum.edu' target='_blank'>Auburn University at Montgomery</a>,-86.177351,13445,,Public,#1B9E77,"<a href='http://www.aum.edu' target='_blank'>Auburn University at Montgomery</a><br/>Master's Colleges, Public, <br/>Undergrad size: 5,272 (63% women)<br/>Total size: 6,194<br/>Tuition and fees: $9,350<br/>Avg net price: $13,445<br/>SAT math (25th-75th pctile): 470-540<br/>SAT verbal (25th-75th pctile): 450-520<br/>Admit rate: 79%<br/>Graduation rate: 22%<br/>First-year retention: 65%<br/>Median salary (6yrs after): $28,300<br/>Default rate: 11%",65,28300.0,540,520,21.0,Required,#66C2A5,TRUE,6194,Master's Colleges,#D95F02,13445.0,5272.0,5272.0,9350.0
10424.0,1.0,1,4.5,21728,73.0,Auburn University,32.604685,<a href='http://www.auburn.edu' target='_blank'>Auburn University</a>,-85.482782,21457,,Public,#1B9E77,"<a href='http://www.auburn.edu' target='_blank'>Auburn University</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 21,728 (48% women)<br/>Total size: 27,761<br/>Tuition and fees: $10,424<br/>Avg net price: $21,457<br/>SAT math (25th-75th pctile): 540-650<br/>SAT verbal (25th-75th pctile): 530-630<br/>Admit rate: 78%<br/>Graduation rate: 73%<br/>First-year retention: 90%<br/>Median salary (6yrs after): $36,400<br/>Default rate: 4%",90,36400.0,650,630,22.0,Required,#66C2A5,TRUE,27761,Doctoral Universities,#1B9E77,21457.0,21728.0,21728.0,10424.0
33128.0,1.0,2,4.3999999999999995,1235,61.0,Birmingham Southern College,33.515453,<a href='http://www.bsc.edu/' target='_blank'>Birmingham Southern College</a>,-86.853636,23036,,Private non-profit,#7570B3,"<a href='http://www.bsc.edu/' target='_blank'>Birmingham Southern College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 1,235 (47% women)<br/>Total size: 1,235<br/>Tuition and fees: $33,128<br/>Avg net price: $23,036<br/>SAT math (25th-75th pctile): 500-610<br/>SAT verbal (25th-75th pctile): 480-590<br/>Admit rate: 53%<br/>Graduation rate: 61%<br/>First-year retention: 86%<br/>Median salary (6yrs after): $26,600<br/>Default rate: 4%",86,26600.0,610,590,47.0,Required,#66C2A5,TRUE,1235,Baccalaureate Colleges,#7570B3,23036.0,1235.0,1235.0,33128.0
4380.0,1.0,1,11.0,2540,NA,Chattahoochee Valley Community College,32.42391,<a href='http://www.cv.edu' target='_blank'>Chattahoochee Valley Community College</a>,-85.031485,1287,,Public,#1B9E77,"<a href='http://www.cv.edu' target='_blank'>Chattahoochee Valley Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,540 (61% women)<br/>Total size: 2,540<br/>Tuition and fees: $4,380<br/>Avg net price: $1,287<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 54%<br/>Median salary (6yrs after): $21,000<br/>Default rate: 11%",54,21e3,NA,NA,NA,NA,NA,NA,2540,Associate's Colleges,#E7298A,1287.0,2540.0,2540.0,4380.0
10320.0,1.0,2,31.5,618,NA,Concordia College Alabama,32.42443,<a href='http://www.ccal.edu/' target='_blank'>Concordia College Alabama</a>,-87.023531,21492,,Private non-profit,#7570B3,"<a href='http://www.ccal.edu/' target='_blank'>Concordia College Alabama</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 618 (34% women)<br/>Total size: 618<br/>Tuition and fees: $10,320<br/>Avg net price: $21,492<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: 40%<br/>Graduation rate: NA%<br/>First-year retention: 45%<br/>Median salary (6yrs after): $19,300<br/>Default rate: 32%",45,19300.0,NA,NA,60.0,Recommended,#FC8D62,FALSE,618,Baccalaureate Colleges,#7570B3,21492.0,618.0,618.0,10320.0
16761.0,1.0,3,17.0,863,NA,South University-Montgomery,32.342684,<a href='http://southuniversity.edu' target='_blank'>South University-Montgomery</a>,-86.216488,21152,,Private for-profit,#D95F02,"<a href='http://southuniversity.edu' target='_blank'>South University-Montgomery</a><br/>Baccalaureate Colleges, Private for-profit, <br/>Undergrad size: 863 (74% women)<br/>Total size: 1,082<br/>Tuition and fees: $16,761<br/>Avg net price: $21,152<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 44%<br/>Median salary (6yrs after): $31,300<br/>Default rate: 17%",44,31300.0,NA,NA,NA,NA,NA,NA,1082,Baccalaureate Colleges,#7570B3,21152.0,863.0,863.0,16761.0
4320.0,1.0,1,23.200000000000003,2805,NA,Enterprise State Community College,31.297496,<a href='http://www.escc.edu' target='_blank'>Enterprise State Community College</a>,-85.836956,4621,,Public,#1B9E77,"<a href='http://www.escc.edu' target='_blank'>Enterprise State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,805 (46% women)<br/>Total size: 2,805<br/>Tuition and fees: $4,320<br/>Avg net price: $4,621<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 56%<br/>Median salary (6yrs after): $24,700<br/>Default rate: 23%",56,24700.0,NA,NA,NA,NA,NA,NA,2805,Associate's Colleges,#E7298A,4621.0,2805.0,2805.0,4320.0
4320.0,1.0,1,16.2,6788,NA,James H Faulkner State Community College,30.852045,<a href='http://www.faulknerstate.edu' target='_blank'>James H Faulkner State Community College</a>,-87.779758,6880,,Public,#1B9E77,"<a href='http://www.faulknerstate.edu' target='_blank'>James H Faulkner State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 6,788 (62% women)<br/>Total size: 6,788<br/>Tuition and fees: $4,320<br/>Avg net price: $6,880<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 57%<br/>Median salary (6yrs after): $23,700<br/>Default rate: 16%",57,23700.0,NA,NA,NA,NA,NA,NA,6788,Associate's Colleges,#E7298A,6880.0,6788.0,6788.0,4320.0
19280.0,1.0,2,10.0,3312,21.0,Faulkner University,32.384181,<a href='http://www.faulkner.edu' target='_blank'>Faulkner University</a>,-86.21641,20119,,Private non-profit,#7570B3,"<a href='http://www.faulkner.edu' target='_blank'>Faulkner University</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 3,312 (62% women)<br/>Total size: 4,125<br/>Tuition and fees: $19,280<br/>Avg net price: $20,119<br/>SAT math (25th-75th pctile): 440-510<br/>SAT verbal (25th-75th pctile): 430-520<br/>Admit rate: 57%<br/>Graduation rate: 21%<br/>First-year retention: 57%<br/>Median salary (6yrs after): $29,100<br/>Default rate: 10%",57,29100.0,510,520,43.0,Required,#66C2A5,TRUE,4125,Master's Colleges,#D95F02,20119.0,3312.0,3312.0,19280.0
3216.0,1.0,1,NA,7591,NA,Gadsden State Community College,33.991866,<a href='http://www.gadsdenstate.edu' target='_blank'>Gadsden State Community College</a>,-85.991299,4719,,Public,#1B9E77,"<a href='http://www.gadsdenstate.edu' target='_blank'>Gadsden State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 7,591 (60% women)<br/>Total size: 7,591<br/>Tuition and fees: $3,216<br/>Avg net price: $4,719<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 56%<br/>Median salary (6yrs after): $20,000<br/>Default rate: NA%",56,2e4,NA,NA,NA,NA,NA,NA,7591,Associate's Colleges,#E7298A,4719.0,7591.0,7591.0,3216.0
4260.0,1.0,1,NA,6694,NA,George C Wallace State Community College-Dothan,31.316086,<a href='http://www.wallace.edu' target='_blank'>George C Wallace State Community College-Dothan</a>,-85.46355,3263,,Public,#1B9E77,"<a href='http://www.wallace.edu' target='_blank'>George C Wallace State Community College-Dothan</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 6,694 (63% women)<br/>Total size: 6,694<br/>Tuition and fees: $4,260<br/>Avg net price: $3,263<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 59%<br/>Median salary (6yrs after): $20,700<br/>Default rate: NA%",59,20700.0,NA,NA,NA,NA,NA,NA,6694,Associate's Colleges,#E7298A,3263.0,6694.0,6694.0,4260.0
4320.0,1.0,1,18.6,7104,NA,George C Wallace State Community College-Hanceville,34.07341,<a href='http://www.wallacestate.edu' target='_blank'>George C Wallace State Community College-Hanceville</a>,-86.781745,6468,,Public,#1B9E77,"<a href='http://www.wallacestate.edu' target='_blank'>George C Wallace State Community College-Hanceville</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 7,104 (62% women)<br/>Total size: 7,104<br/>Tuition and fees: $4,320<br/>Avg net price: $6,468<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 60%<br/>Median salary (6yrs after): $25,500<br/>Default rate: 19%",60,25500.0,NA,NA,NA,NA,NA,NA,7104,Associate's Colleges,#E7298A,6468.0,7104.0,7104.0,4320.0
4020.0,1.0,1,NA,2821,NA,George C Wallace State Community College-Selma,32.445611,<a href='http://www.wccs.edu' target='_blank'>George C Wallace State Community College-Selma</a>,-87.01324,8073,,Public,#1B9E77,"<a href='http://www.wccs.edu' target='_blank'>George C Wallace State Community College-Selma</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,821 (65% women)<br/>Total size: 2,821<br/>Tuition and fees: $4,020<br/>Avg net price: $8,073<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 57%<br/>Median salary (6yrs after): $20,100<br/>Default rate: NA%",57,20100.0,NA,NA,NA,NA,NA,NA,2821,Associate's Colleges,#E7298A,8073.0,2821.0,2821.0,4020.0
13090.0,1.0,3,11.600000000000001,586,NA,Herzing University-Birmingham,33.468105,<a href='http://www.herzing.edu/' target='_blank'>Herzing University-Birmingham</a>,-86.832299,22905,,Private for-profit,#D95F02,"<a href='http://www.herzing.edu/' target='_blank'>Herzing University-Birmingham</a><br/>Baccalaureate Colleges, Private for-profit, <br/>Undergrad size: 586 (65% women)<br/>Total size: 594<br/>Tuition and fees: $13,090<br/>Avg net price: $22,905<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: 95%<br/>Graduation rate: NA%<br/>First-year retention: 50%<br/>Median salary (6yrs after): $28,600<br/>Default rate: 12%",50,28600.0,NA,NA,5.0,Recommended,#FC8D62,FALSE,594,Baccalaureate Colleges,#7570B3,22905.0,586.0,586.0,13090.0
25050.0,1.0,2,10.2,1202,41.0,Huntingdon College,32.350939,<a href='http://www.huntingdon.edu' target='_blank'>Huntingdon College</a>,-86.285313,20294,,Private non-profit,#7570B3,"<a href='http://www.huntingdon.edu' target='_blank'>Huntingdon College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 1,202 (52% women)<br/>Total size: 1,202<br/>Tuition and fees: $25,050<br/>Avg net price: $20,294<br/>SAT math (25th-75th pctile): 450-568<br/>SAT verbal (25th-75th pctile): 440-550<br/>Admit rate: 58%<br/>Graduation rate: 41%<br/>First-year retention: 66%<br/>Median salary (6yrs after): $29,900<br/>Default rate: 10%",66,29900.0,568,550,42.0,Required,#66C2A5,TRUE,1202,Baccalaureate Colleges,#7570B3,20294.0,1202.0,1202.0,25050.0
9792.0,1.0,2,17.299999999999997,71,NA,Heritage Christian University,34.859089,<a href='http://www.hcu.edu' target='_blank'>Heritage Christian University</a>,-87.662062,11194,,Private non-profit,#7570B3,"<a href='http://www.hcu.edu' target='_blank'>Heritage Christian University</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 71 (10% women)<br/>Total size: 114<br/>Tuition and fees: $9,792<br/>Avg net price: $11,194<br/>SAT math (25th-75th pctile): 400-610<br/>SAT verbal (25th-75th pctile): 380-660<br/>Admit rate: 70%<br/>Graduation rate: NA%<br/>First-year retention: 0%<br/>Median salary (6yrs after): $NA<br/>Default rate: 17%",0,NA,610,660,30.0,Required,#66C2A5,TRUE,114,Baccalaureate Colleges,#7570B3,11194.0,71.0,71.0,9792.0
4290.0,1.0,1,NA,1729,NA,J F Drake State Community and Technical College,34.772116,<a href='http://www.drakestate.edu' target='_blank'>J F Drake State Community and Technical College</a>,-86.573817,7033,,Public,#1B9E77,"<a href='http://www.drakestate.edu' target='_blank'>J F Drake State Community and Technical College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 1,729 (57% women)<br/>Total size: 1,729<br/>Tuition and fees: $4,290<br/>Avg net price: $7,033<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 41%<br/>Median salary (6yrs after): $18,300<br/>Default rate: NA%",41,18300.0,NA,NA,NA,NA,NA,NA,1729,Associate's Colleges,#E7298A,7033.0,1729.0,1729.0,4290.0
4824.0,1.0,1,NA,830,NA,J F Ingram State Technical College,32.582312,<a href='http://www.istc.edu' target='_blank'>J F Ingram State Technical College</a>,-86.392369,0,,Public,#1B9E77,"<a href='http://www.istc.edu' target='_blank'>J F Ingram State Technical College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 830 (22% women)<br/>Total size: 830<br/>Tuition and fees: $4,824<br/>Avg net price: $0<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 64%<br/>Median salary (6yrs after): $NA<br/>Default rate: NA%",64,NA,NA,NA,NA,NA,NA,NA,830,Associate's Colleges,#E7298A,0.0,830.0,830.0,4824.0
7500.0,1.0,1,9.6,8893,31.0,Jacksonville State University,33.822128,<a href='http://www.jsu.edu/' target='_blank'>Jacksonville State University</a>,-85.766644,12492,,Public,#1B9E77,"<a href='http://www.jsu.edu/' target='_blank'>Jacksonville State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 8,893 (56% women)<br/>Total size: 10,188<br/>Tuition and fees: $7,500<br/>Avg net price: $12,492<br/>SAT math (25th-75th pctile): 440-550<br/>SAT verbal (25th-75th pctile): 450-550<br/>Admit rate: 67%<br/>Graduation rate: 31%<br/>First-year retention: 74%<br/>Median salary (6yrs after): $26,000<br/>Default rate: 10%",74,26e3,550,550,33.0,Required,#66C2A5,TRUE,10188,Master's Colleges,#D95F02,12492.0,8893.0,8893.0,7500.0
4028.0,1.0,1,NA,1618,NA,Jefferson Davis Community College,31.101995,<a href='http://www.jdcc.edu' target='_blank'>Jefferson Davis Community College</a>,-87.085829,4030,,Public,#1B9E77,"<a href='http://www.jdcc.edu' target='_blank'>Jefferson Davis Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 1,618 (55% women)<br/>Total size: 1,618<br/>Tuition and fees: $4,028<br/>Avg net price: $4,030<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 48%<br/>Median salary (6yrs after): $22,700<br/>Default rate: NA%",48,22700.0,NA,NA,NA,NA,NA,NA,1618,Associate's Colleges,#E7298A,4030.0,1618.0,1618.0,4028.0
4380.0,1.0,1,16.0,13205,NA,Jefferson State Community College,33.652439,<a href='http://www.jeffstateonline.com' target='_blank'>Jefferson State Community College</a>,-86.707387,9113,,Public,#1B9E77,"<a href='http://www.jeffstateonline.com' target='_blank'>Jefferson State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 13,205 (61% women)<br/>Total size: 13,205<br/>Tuition and fees: $4,380<br/>Avg net price: $9,113<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 53%<br/>Median salary (6yrs after): $26,600<br/>Default rate: 16%",53,26600.0,NA,NA,NA,NA,NA,NA,13205,Associate's Colleges,#E7298A,9113.0,13205.0,13205.0,4380.0
4320.0,1.0,1,18.3,16238,NA,John C Calhoun State Community College,34.65428,<a href='http://www.calhoun.edu' target='_blank'>John C Calhoun State Community College</a>,-86.949131,5358,,Public,#1B9E77,"<a href='http://www.calhoun.edu' target='_blank'>John C Calhoun State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 16,238 (55% women)<br/>Total size: 16,238<br/>Tuition and fees: $4,320<br/>Avg net price: $5,358<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 62%<br/>Median salary (6yrs after): $23,700<br/>Default rate: 18%",62,23700.0,NA,NA,NA,NA,NA,NA,16238,Associate's Colleges,#E7298A,5358.0,16238.0,16238.0,4320.0
16868.0,1.0,2,13.200000000000001,473,NA,Judson College,32.630526,<a href='http://www.judson.edu' target='_blank'>Judson College</a>,-87.316127,13901,,Private non-profit,#7570B3,"<a href='http://www.judson.edu' target='_blank'>Judson College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 473 (97% women)<br/>Total size: 473<br/>Tuition and fees: $16,868<br/>Avg net price: $13,901<br/>SAT math (25th-75th pctile): 400-660<br/>SAT verbal (25th-75th pctile): 480-560<br/>Admit rate: 63%<br/>Graduation rate: NA%<br/>First-year retention: 70%<br/>Median salary (6yrs after): $21,200<br/>Default rate: 13%",70,21200.0,660,560,37.0,Required,#66C2A5,TRUE,473,Baccalaureate Colleges,#7570B3,13901.0,473.0,473.0,16868.0
4320.0,1.0,1,NA,4727,NA,Lawson State Community College-Birmingham Campus,33.451673,<a href='http://www.lawsonstate.edu' target='_blank'>Lawson State Community College-Birmingham Campus</a>,-86.890234,7676,,Public,#1B9E77,"<a href='http://www.lawsonstate.edu' target='_blank'>Lawson State Community College-Birmingham Campus</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 4,727 (61% women)<br/>Total size: 4,727<br/>Tuition and fees: $4,320<br/>Avg net price: $7,676<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 54%<br/>Median salary (6yrs after): $19,600<br/>Default rate: NA%",54,19600.0,NA,NA,NA,NA,NA,NA,4727,Associate's Colleges,#E7298A,7676.0,4727.0,4727.0,4320.0
8734.0,1.0,1,7.8,2118,29.0,University of West Alabama,32.59244,<a href='http://www.uwa.edu' target='_blank'>University of West Alabama</a>,-88.186077,12884,,Public,#1B9E77,"<a href='http://www.uwa.edu' target='_blank'>University of West Alabama</a><br/>Master's Colleges, Public, <br/>Undergrad size: 2,118 (56% women)<br/>Total size: 5,080<br/>Tuition and fees: $8,734<br/>Avg net price: $12,884<br/>SAT math (25th-75th pctile): 360-560<br/>SAT verbal (25th-75th pctile): 430-530<br/>Admit rate: 73%<br/>Graduation rate: 29%<br/>First-year retention: 66%<br/>Median salary (6yrs after): $26,500<br/>Default rate: 8%",66,26500.0,560,530,27.0,Required,#66C2A5,TRUE,5080,Master's Colleges,#D95F02,12884.0,2118.0,2118.0,8734.0
4320.0,1.0,1,NA,2202,NA,Lurleen B Wallace Community College,31.322947,<a href='http://www.lbwcc.edu' target='_blank'>Lurleen B Wallace Community College</a>,-86.452262,7015,,Public,#1B9E77,"<a href='http://www.lbwcc.edu' target='_blank'>Lurleen B Wallace Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,202 (61% women)<br/>Total size: 2,202<br/>Tuition and fees: $4,320<br/>Avg net price: $7,015<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 59%<br/>Median salary (6yrs after): $20,600<br/>Default rate: NA%",59,20600.0,NA,NA,NA,NA,NA,NA,2202,Associate's Colleges,#E7298A,7015.0,2202.0,2202.0,4320.0
8778.0,1.0,1,13.600000000000001,463,NA,Marion Military Institute,32.622359,<a href='http://www.marionmilitary.edu' target='_blank'>Marion Military Institute</a>,-87.317998,10645,,Public,#1B9E77,"<a href='http://www.marionmilitary.edu' target='_blank'>Marion Military Institute</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 463 (19% women)<br/>Total size: 463<br/>Tuition and fees: $8,778<br/>Avg net price: $10,645<br/>SAT math (25th-75th pctile): 500-600<br/>SAT verbal (25th-75th pctile): 480-580<br/>Admit rate: 59%<br/>Graduation rate: NA%<br/>First-year retention: 41%<br/>Median salary (6yrs after): $31,200<br/>Default rate: 14%",41,31200.0,600,580,41.0,Required,#66C2A5,TRUE,463,Associate's Colleges,#E7298A,10645.0,463.0,463.0,8778.0
