CHG1AY3,constant,CONTROL,default,EFYTOTLT,gr,INSTNM,lat,linked_name,lon,netprice,online,ownership,ownershipcolor,popup,RET_PCF,salary,SATMT75,SATVR75,selectivity,testing,testingcolors,TestScoresRequired,totsize,type,typecolors,netprice_trimmed,size_trimmed,totsize_trimmed,tuition
4339.0,1.0,1,20.3,6996,NA,York Technical College,34.934546,<a href='http://www.yorktech.edu' target='_blank'>York Technical College</a>,-80.994166,8769,,Public,#1B9E77,"<a href='http://www.yorktech.edu' target='_blank'>York Technical College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 6,996 (60% women)<br/>Total size: 6,996<br/>Tuition and fees: $4,339<br/>Avg net price: $8,769<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 59%<br/>Median salary (6yrs after): $21,600<br/>Default rate: 20%",59,21600.0,NA,NA,NA,NA,NA,NA,6996,Associate's Colleges,#E7298A,8769.0,6996.0,6996.0,4339.0
30090.0,1.0,2,3.1,1771,75.0,Augustana University,43.525939,<a href='http://www.augie.edu' target='_blank'>Augustana University</a>,-96.738507,19276,,Private non-profit,#7570B3,"<a href='http://www.augie.edu' target='_blank'>Augustana University</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 1,771 (59% women)<br/>Total size: 2,014<br/>Tuition and fees: $30,090<br/>Avg net price: $19,276<br/>SAT math (25th-75th pctile): 520-660<br/>SAT verbal (25th-75th pctile): 480-650<br/>Admit rate: 65%<br/>Graduation rate: 75%<br/>First-year retention: 84%<br/>Median salary (6yrs after): $34,300<br/>Default rate: 3%",84,34300.0,660,650,35.0,Required,#66C2A5,TRUE,2014,Baccalaureate Colleges,#7570B3,19276.0,1771.0,1771.0,30090.0
8004.0,1.0,1,8.0,5399,36.0,Black Hills State University,44.495536,<a href='http://www.bhsu.edu' target='_blank'>Black Hills State University</a>,-103.870009,14091,,Public,#1B9E77,"<a href='http://www.bhsu.edu' target='_blank'>Black Hills State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 5,399 (63% women)<br/>Total size: 6,634<br/>Tuition and fees: $8,004<br/>Avg net price: $14,091<br/>SAT math (25th-75th pctile): 428-555<br/>SAT verbal (25th-75th pctile): 430-500<br/>Admit rate: 84%<br/>Graduation rate: 36%<br/>First-year retention: 63%<br/>Median salary (6yrs after): $28,000<br/>Default rate: 8%",63,28e3,555,500,16.0,Required,#66C2A5,TRUE,6634,Master's Colleges,#D95F02,14091.0,5399.0,5399.0,8004.0
12780.0,1.0,2,31.7,333,NA,Kilian Community College,43.548989,<a href='http://www.kilian.edu' target='_blank'>Kilian Community College</a>,-96.72672,23454,,Private non-profit,#7570B3,"<a href='http://www.kilian.edu' target='_blank'>Kilian Community College</a><br/>Associate's Colleges, Private non-profit, <br/>Undergrad size: 333 (61% women)<br/>Total size: 333<br/>Tuition and fees: $12,780<br/>Avg net price: $23,454<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 33%<br/>Median salary (6yrs after): $20,200<br/>Default rate: 32%",33,20200.0,NA,NA,NA,NA,NA,NA,333,Associate's Colleges,#E7298A,23454.0,333.0,333.0,12780.0
7974.0,1.0,1,5.5,4138,39.0,Dakota State University,44.0127,<a href='http://dsu.edu' target='_blank'>Dakota State University</a>,-97.109609,13953,,Public,#1B9E77,"<a href='http://dsu.edu' target='_blank'>Dakota State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 4,138 (51% women)<br/>Total size: 4,740<br/>Tuition and fees: $7,974<br/>Avg net price: $13,953<br/>SAT math (25th-75th pctile): 440-580<br/>SAT verbal (25th-75th pctile): 440-550<br/>Admit rate: 81%<br/>Graduation rate: 39%<br/>First-year retention: 74%<br/>Median salary (6yrs after): $31,300<br/>Default rate: 6%",74,31300.0,580,550,19.0,Required,#66C2A5,TRUE,4740,Master's Colleges,#D95F02,13953.0,4138.0,4138.0,7974.0
24800.0,1.0,2,8.6,855,45.0,Dakota Wesleyan University,43.695995,<a href='http://www.dwu.edu' target='_blank'>Dakota Wesleyan University</a>,-98.030566,19115,,Private non-profit,#7570B3,"<a href='http://www.dwu.edu' target='_blank'>Dakota Wesleyan University</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 855 (58% women)<br/>Total size: 943<br/>Tuition and fees: $24,800<br/>Avg net price: $19,115<br/>SAT math (25th-75th pctile): 423-508<br/>SAT verbal (25th-75th pctile): 353-521<br/>Admit rate: 74%<br/>Graduation rate: 45%<br/>First-year retention: 71%<br/>Median salary (6yrs after): $30,900<br/>Default rate: 9%",71,30900.0,508,521,26.0,Required,#66C2A5,TRUE,943,Baccalaureate Colleges,#7570B3,19115.0,855.0,855.0,24800.0
5056.0,1.0,1,7.9,2037,NA,Lake Area Technical Institute,44.901152,<a href='http://www.lakeareatech.edu' target='_blank'>Lake Area Technical Institute</a>,-97.094917,10928,,Public,#1B9E77,"<a href='http://www.lakeareatech.edu' target='_blank'>Lake Area Technical Institute</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,037 (50% women)<br/>Total size: 2,037<br/>Tuition and fees: $5,056<br/>Avg net price: $10,928<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 84%<br/>Median salary (6yrs after): $30,200<br/>Default rate: 8%",84,30200.0,NA,NA,NA,NA,NA,NA,2037,Associate's Colleges,#E7298A,10928.0,2037.0,2037.0,5056.0
5880.0,1.0,1,13.0,1614,NA,Mitchell Technical Institute,43.687804,<a href='http://https://www.mitchelltech.edu' target='_blank'>Mitchell Technical Institute</a>,-97.995722,9537,,Public,#1B9E77,"<a href='http://https://www.mitchelltech.edu' target='_blank'>Mitchell Technical Institute</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 1,614 (39% women)<br/>Total size: 1,614<br/>Tuition and fees: $5,880<br/>Avg net price: $9,537<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 74%<br/>Median salary (6yrs after): $32,500<br/>Default rate: 13%",74,32500.0,NA,NA,NA,NA,NA,NA,1614,Associate's Colleges,#E7298A,9537.0,1614.0,1614.0,5880.0
24406.0,1.0,2,8.799999999999999,1637,47.0,Mount Marty College,42.874475,<a href='http://www.mtmc.edu' target='_blank'>Mount Marty College</a>,-97.409904,20307,,Private non-profit,#7570B3,"<a href='http://www.mtmc.edu' target='_blank'>Mount Marty College</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 1,637 (57% women)<br/>Total size: 1,817<br/>Tuition and fees: $24,406<br/>Avg net price: $20,307<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: 73%<br/>Graduation rate: 47%<br/>First-year retention: 69%<br/>Median salary (6yrs after): $32,300<br/>Default rate: 9%",69,32300.0,NA,NA,27.0,Required,#66C2A5,TRUE,1817,Master's Colleges,#D95F02,20307.0,1637.0,1637.0,24406.0
13647.0,1.0,3,20.599999999999998,2512,NA,National American University-Rapid City,44.03123,<a href='http://www.national.edu/locations/campuses/rapid-city/' target='_blank'>National American University-Rapid City</a>,-103.250111,17546,,Private for-profit,#D95F02,"<a href='http://www.national.edu/locations/campuses/rapid-city/' target='_blank'>National American University-Rapid City</a><br/>Baccalaureate Colleges, Private for-profit, <br/>Undergrad size: 2,512 (73% women)<br/>Total size: 2,512<br/>Tuition and fees: $13,647<br/>Avg net price: $17,546<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 45%<br/>Median salary (6yrs after): $27,100<br/>Default rate: 21%",45,27100.0,NA,NA,NA,NA,NA,NA,2512,Baccalaureate Colleges,#7570B3,17546.0,2512.0,2512.0,13647.0
12999.0,1.0,3,20.599999999999998,918,NA,National American University-Sioux Falls,43.4884,<a href='http://www.national.edu/locations/campuses/sioux-falls/' target='_blank'>National American University-Sioux Falls</a>,-96.71729,16713,,Private for-profit,#D95F02,"<a href='http://www.national.edu/locations/campuses/sioux-falls/' target='_blank'>National American University-Sioux Falls</a><br/>Baccalaureate Colleges, Private for-profit, <br/>Undergrad size: 918 (79% women)<br/>Total size: 918<br/>Tuition and fees: $12,999<br/>Avg net price: $16,713<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: NA%<br/>Median salary (6yrs after): $27,100<br/>Default rate: 21%",NA,27100.0,NA,NA,NA,NA,NA,NA,918,Baccalaureate Colleges,#7570B3,16713.0,918.0,918.0,12999.0
NA,1.0,2,3.2,NA,NA,Sioux Falls Seminary,43.53236,<a href='http://www.sfseminary.edu' target='_blank'>Sioux Falls Seminary</a>,-96.742135,NA,,Private non-profit,#7570B3,"<a href='http://www.sfseminary.edu' target='_blank'>Sioux Falls Seminary</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: NA (NA% women)<br/>Total size: 210<br/>Tuition and fees: $NA<br/>Avg net price: $NA<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: NA%<br/>Median salary (6yrs after): $NA<br/>Default rate: 3%",NA,NA,NA,NA,NA,NA,NA,NA,210,Baccalaureate Colleges,#7570B3,NA,NA,NA,NA
7887.0,1.0,1,9.5,4378,49.0,Northern State University,45.452555,<a href='http://www.northern.edu' target='_blank'>Northern State University</a>,-98.4837,14443,,Public,#1B9E77,"<a href='http://www.northern.edu' target='_blank'>Northern State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 4,378 (60% women)<br/>Total size: 5,084<br/>Tuition and fees: $7,887<br/>Avg net price: $14,443<br/>SAT math (25th-75th pctile): 440-550<br/>SAT verbal (25th-75th pctile): 420-490<br/>Admit rate: 72%<br/>Graduation rate: 49%<br/>First-year retention: 67%<br/>Median salary (6yrs after): $29,700<br/>Default rate: 10%",67,29700.0,550,490,28.0,Required,#66C2A5,TRUE,5084,Master's Colleges,#D95F02,14443.0,4378.0,4378.0,7887.0
2684.0,1.0,1,NA,1934,NA,Oglala Lakota College,43.366813,<a href='http://www.olc.edu' target='_blank'>Oglala Lakota College</a>,-102.240331,2775,,Public,#1B9E77,"<a href='http://www.olc.edu' target='_blank'>Oglala Lakota College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 1,934 (68% women)<br/>Total size: 1,996<br/>Tuition and fees: $2,684<br/>Avg net price: $2,775<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 57%<br/>Median salary (6yrs after): $15,500<br/>Default rate: NA%",57,15500.0,NA,NA,NA,NA,NA,NA,1996,Associate's Colleges,#E7298A,2775.0,1934.0,1934.0,2684.0
18358.0,1.0,2,7.8,877,NA,Presentation College,45.482833,<a href='http://www.presentation.edu' target='_blank'>Presentation College</a>,-98.49077,22064,,Private non-profit,#7570B3,"<a href='http://www.presentation.edu' target='_blank'>Presentation College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 877 (68% women)<br/>Total size: 877<br/>Tuition and fees: $18,358<br/>Avg net price: $22,064<br/>SAT math (25th-75th pctile): 420-520<br/>SAT verbal (25th-75th pctile): 390-490<br/>Admit rate: 62%<br/>Graduation rate: NA%<br/>First-year retention: 59%<br/>Median salary (6yrs after): $32,800<br/>Default rate: 8%",59,32800.0,520,490,38.0,Required,#66C2A5,TRUE,877,Baccalaureate Colleges,#7570B3,22064.0,877.0,877.0,18358.0
11170.0,1.0,1,4.9,2766,51.0,South Dakota School of Mines and Technology,44.075439,<a href='http://www.sdsmt.edu' target='_blank'>South Dakota School of Mines and Technology</a>,-103.205753,17925,,Public,#1B9E77,"<a href='http://www.sdsmt.edu' target='_blank'>South Dakota School of Mines and Technology</a><br/>Baccalaureate Colleges, Public, <br/>Undergrad size: 2,766 (23% women)<br/>Total size: 3,184<br/>Tuition and fees: $11,170<br/>Avg net price: $17,925<br/>SAT math (25th-75th pctile): 550-670<br/>SAT verbal (25th-75th pctile): 500-630<br/>Admit rate: 84%<br/>Graduation rate: 51%<br/>First-year retention: 77%<br/>Median salary (6yrs after): $51,200<br/>Default rate: 5%",77,51200.0,670,630,16.0,Required,#66C2A5,TRUE,3184,Baccalaureate Colleges,#7570B3,17925.0,2766.0,2766.0,11170.0
8172.0,1.0,1,4.6,12948,55.0,South Dakota State University,44.31942,<a href='http://www.sdstate.edu/' target='_blank'>South Dakota State University</a>,-96.783415,20891,,Public,#1B9E77,"<a href='http://www.sdstate.edu/' target='_blank'>South Dakota State University</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 12,948 (55% women)<br/>Total size: 14,939<br/>Tuition and fees: $8,172<br/>Avg net price: $20,891<br/>SAT math (25th-75th pctile): 470-600<br/>SAT verbal (25th-75th pctile): 430-560<br/>Admit rate: 92%<br/>Graduation rate: 55%<br/>First-year retention: 76%<br/>Median salary (6yrs after): $34,800<br/>Default rate: 5%",76,34800.0,600,560,8.0,Required,#66C2A5,TRUE,14939,Doctoral Universities,#1B9E77,20891.0,12948.0,12948.0,8172.0
3154.0,1.0,2,NA,1049,NA,Sinte Gleska University,43.298878,<a href='http://www.sintegleska.edu' target='_blank'>Sinte Gleska University</a>,-100.622549,13911,,Private non-profit,#7570B3,"<a href='http://www.sintegleska.edu' target='_blank'>Sinte Gleska University</a><br/>Associate's Colleges, Private non-profit, <br/>Undergrad size: 1,049 (68% women)<br/>Total size: 1,182<br/>Tuition and fees: $3,154<br/>Avg net price: $13,911<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 70%<br/>Median salary (6yrs after): $13,500<br/>Default rate: NA%",70,13500.0,NA,NA,NA,NA,NA,NA,1182,Associate's Colleges,#E7298A,13911.0,1049.0,1049.0,3154.0
26240.0,1.0,2,5.6000000000000005,1355,55.0,University of Sioux Falls,43.531574,<a href='http://www.usiouxfalls.edu/' target='_blank'>University of Sioux Falls</a>,-96.738229,20135,,Private non-profit,#7570B3,"<a href='http://www.usiouxfalls.edu/' target='_blank'>University of Sioux Falls</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 1,355 (62% women)<br/>Total size: 1,787<br/>Tuition and fees: $26,240<br/>Avg net price: $20,135<br/>SAT math (25th-75th pctile): 440-540<br/>SAT verbal (25th-75th pctile): 470-550<br/>Admit rate: 92%<br/>Graduation rate: 55%<br/>First-year retention: 72%<br/>Median salary (6yrs after): $31,700<br/>Default rate: 6%",72,31700.0,540,550,8.0,Required,#66C2A5,TRUE,1787,Master's Colleges,#D95F02,20135.0,1355.0,1355.0,26240.0
4410.0,1.0,1,NA,254,NA,Sisseton Wahpeton College,45.562731,<a href='http://www.swc.tc' target='_blank'>Sisseton Wahpeton College</a>,-97.060835,8671,,Public,#1B9E77,"<a href='http://www.swc.tc' target='_blank'>Sisseton Wahpeton College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 254 (64% women)<br/>Total size: 254<br/>Tuition and fees: $4,410<br/>Avg net price: $8,671<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 38%<br/>Median salary (6yrs after): $16,000<br/>Default rate: NA%",38,16e3,NA,NA,NA,NA,NA,NA,254,Associate's Colleges,#E7298A,8671.0,254.0,254.0,4410.0
5280.0,1.0,1,11.3,2993,NA,Southeast Technical Institute,43.570446,<a href='http://www.southeasttech.edu' target='_blank'>Southeast Technical Institute</a>,-96.780241,12324,,Public,#1B9E77,"<a href='http://www.southeasttech.edu' target='_blank'>Southeast Technical Institute</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 2,993 (55% women)<br/>Total size: 2,993<br/>Tuition and fees: $5,280<br/>Avg net price: $12,324<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 65%<br/>Median salary (6yrs after): $32,300<br/>Default rate: 11%",65,32300.0,NA,NA,NA,NA,NA,NA,2993,Associate's Colleges,#E7298A,12324.0,2993.0,2993.0,5280.0
8457.0,1.0,1,6.5,10305,54.0,University of South Dakota,42.784558,<a href='http://WWW.USD.EDU' target='_blank'>University of South Dakota</a>,-96.924664,15898,,Public,#1B9E77,"<a href='http://WWW.USD.EDU' target='_blank'>University of South Dakota</a><br/>Doctoral Universities, Public, <br/>Undergrad size: 10,305 (63% women)<br/>Total size: 17,410<br/>Tuition and fees: $8,457<br/>Avg net price: $15,898<br/>SAT math (25th-75th pctile): 460-610<br/>SAT verbal (25th-75th pctile): 440-520<br/>Admit rate: 74%<br/>Graduation rate: 54%<br/>First-year retention: 77%<br/>Median salary (6yrs after): $34,400<br/>Default rate: 6%",77,34400.0,610,520,26.0,Required,#66C2A5,TRUE,17410,Doctoral Universities,#1B9E77,15898.0,10305.0,10305.0,8457.0
6200.0,1.0,1,14.6,1261,NA,Western Dakota Technical Institute,44.076648,<a href='http://https://www.wdt.edu' target='_blank'>Western Dakota Technical Institute</a>,-103.179501,12607,,Public,#1B9E77,"<a href='http://https://www.wdt.edu' target='_blank'>Western Dakota Technical Institute</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 1,261 (51% women)<br/>Total size: 1,261<br/>Tuition and fees: $6,200<br/>Avg net price: $12,607<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 45%<br/>Median salary (6yrs after): $27,600<br/>Default rate: 15%",45,27600.0,NA,NA,NA,NA,NA,NA,1261,Associate's Colleges,#E7298A,12607.0,1261.0,1261.0,6200.0
10074.0,1.0,2,12.9,187,NA,American Baptist College,36.201155,<a href='http://www.abcnash.edu' target='_blank'>American Baptist College</a>,-86.789301,13273,,Private non-profit,#7570B3,"<a href='http://www.abcnash.edu' target='_blank'>American Baptist College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 187 (33% women)<br/>Total size: 187<br/>Tuition and fees: $10,074<br/>Avg net price: $13,273<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 67%<br/>Median salary (6yrs after): $NA<br/>Default rate: 13%",67,NA,NA,NA,NA,NA,NA,NA,187,Baccalaureate Colleges,#7570B3,13273.0,187.0,187.0,10074.0
20550.0,1.0,2,3.8,482,NA,Aquinas College,36.132187,<a href='http://www.aquinascollege.edu' target='_blank'>Aquinas College</a>,-86.844214,17117,,Private non-profit,#7570B3,"<a href='http://www.aquinascollege.edu' target='_blank'>Aquinas College</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 482 (80% women)<br/>Total size: 546<br/>Tuition and fees: $20,550<br/>Avg net price: $17,117<br/>SAT math (25th-75th pctile): 470-650<br/>SAT verbal (25th-75th pctile): 520-700<br/>Admit rate: 52%<br/>Graduation rate: NA%<br/>First-year retention: 73%<br/>Median salary (6yrs after): $41,700<br/>Default rate: 4%",73,41700.0,650,700,48.0,Required,#66C2A5,TRUE,546,Baccalaureate Colleges,#7570B3,17117.0,482.0,482.0,20550.0
7501.0,1.0,1,11.3,10782,37.0,Austin Peay State University,36.533319,<a href='http://www.apsu.edu' target='_blank'>Austin Peay State University</a>,-87.354081,12081,,Public,#1B9E77,"<a href='http://www.apsu.edu' target='_blank'>Austin Peay State University</a><br/>Master's Colleges, Public, <br/>Undergrad size: 10,782 (58% women)<br/>Total size: 11,920<br/>Tuition and fees: $7,501<br/>Avg net price: $12,081<br/>SAT math (25th-75th pctile): 510-580<br/>SAT verbal (25th-75th pctile): 490-620<br/>Admit rate: 88%<br/>Graduation rate: 37%<br/>First-year retention: 71%<br/>Median salary (6yrs after): $27,100<br/>Default rate: 11%",71,27100.0,580,620,12.0,Required,#66C2A5,TRUE,11920,Master's Colleges,#D95F02,12081.0,10782.0,10782.0,7501.0
10892.0,1.0,2,4.0,1313,NA,Baptist Memorial College of Health Sciences,35.138415,<a href='http://www.bchs.edu' target='_blank'>Baptist Memorial College of Health Sciences</a>,-90.027501,9096,,Private non-profit,#7570B3,"<a href='http://www.bchs.edu' target='_blank'>Baptist Memorial College of Health Sciences</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: 1,313 (91% women)<br/>Total size: 1,313<br/>Tuition and fees: $10,892<br/>Avg net price: $9,096<br/>SAT math (25th-75th pctile): 570-620<br/>SAT verbal (25th-75th pctile): 580-600<br/>Admit rate: 55%<br/>Graduation rate: NA%<br/>First-year retention: 59%<br/>Median salary (6yrs after): $51,100<br/>Default rate: 4%",59,51100.0,620,600,45.0,Required,#66C2A5,TRUE,1313,Baccalaureate Colleges,#7570B3,9096.0,1313.0,1313.0,10892.0
3e4,1.0,2,2.0,6175,69.0,Belmont University,36.133866,<a href='http://www.belmont.edu' target='_blank'>Belmont University</a>,-86.794715,32672,,Private non-profit,#7570B3,"<a href='http://www.belmont.edu' target='_blank'>Belmont University</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 6,175 (61% women)<br/>Total size: 7,730<br/>Tuition and fees: $30,000<br/>Avg net price: $32,672<br/>SAT math (25th-75th pctile): 510-620<br/>SAT verbal (25th-75th pctile): 530-630<br/>Admit rate: 80%<br/>Graduation rate: 69%<br/>First-year retention: 83%<br/>Median salary (6yrs after): $32,100<br/>Default rate: 2%",83,32100.0,620,630,20.0,Required,#66C2A5,TRUE,7730,Master's Colleges,#D95F02,32672.0,6175.0,6175.0,3e4
15714.0,1.0,2,13.0,5670,34.0,Bethel University,36.139271,<a href='http://www.bethelu.edu/' target='_blank'>Bethel University</a>,-88.516162,17662,,Private non-profit,#7570B3,"<a href='http://www.bethelu.edu/' target='_blank'>Bethel University</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 5,670 (58% women)<br/>Total size: 7,602<br/>Tuition and fees: $15,714<br/>Avg net price: $17,662<br/>SAT math (25th-75th pctile): 390-500<br/>SAT verbal (25th-75th pctile): 395-520<br/>Admit rate: 84%<br/>Graduation rate: 34%<br/>First-year retention: 60%<br/>Median salary (6yrs after): $31,400<br/>Default rate: 13%",60,31400.0,500,520,16.0,Required,#66C2A5,TRUE,7602,Master's Colleges,#D95F02,17662.0,5670.0,5670.0,15714.0
23300.0,1.0,2,3.5999999999999996,1837,57.0,Bryan College-Dayton,35.495721,<a href='http://www.bryan.edu' target='_blank'>Bryan College-Dayton</a>,-85.016596,16153,,Private non-profit,#7570B3,"<a href='http://www.bryan.edu' target='_blank'>Bryan College-Dayton</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 1,837 (55% women)<br/>Total size: 2,043<br/>Tuition and fees: $23,300<br/>Avg net price: $16,153<br/>SAT math (25th-75th pctile): 430-512<br/>SAT verbal (25th-75th pctile): 430-562<br/>Admit rate: 46%<br/>Graduation rate: 57%<br/>First-year retention: 65%<br/>Median salary (6yrs after): $32,700<br/>Default rate: 4%",65,32700.0,512,562,54.0,Required,#66C2A5,TRUE,2043,Master's Colleges,#D95F02,16153.0,1837.0,1837.0,23300.0
25360.0,1.0,2,9.3,1871,46.0,Carson-Newman University,36.122224,<a href='http://www.cn.edu' target='_blank'>Carson-Newman University</a>,-83.492183,16662,,Private non-profit,#7570B3,"<a href='http://www.cn.edu' target='_blank'>Carson-Newman University</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 1,871 (55% women)<br/>Total size: 2,709<br/>Tuition and fees: $25,360<br/>Avg net price: $16,662<br/>SAT math (25th-75th pctile): 440-550<br/>SAT verbal (25th-75th pctile): 440-550<br/>Admit rate: 59%<br/>Graduation rate: 46%<br/>First-year retention: 65%<br/>Median salary (6yrs after): $29,000<br/>Default rate: 9%",65,29e3,550,550,41.0,Required,#66C2A5,TRUE,2709,Master's Colleges,#D95F02,16662.0,1871.0,1871.0,25360.0
3973.0,1.0,1,21.4,12661,NA,Chattanooga State Community College,35.100202,<a href='http://www.chattanoogastate.edu' target='_blank'>Chattanooga State Community College</a>,-85.237389,7638,,Public,#1B9E77,"<a href='http://www.chattanoogastate.edu' target='_blank'>Chattanooga State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 12,661 (59% women)<br/>Total size: 12,661<br/>Tuition and fees: $3,973<br/>Avg net price: $7,638<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 50%<br/>Median salary (6yrs after): $23,000<br/>Default rate: 21%",50,23e3,NA,NA,NA,NA,NA,NA,12661,Associate's Colleges,#E7298A,7638.0,12661.0,12661.0,3973.0
30166.0,1.0,2,7.000000000000001,1574,52.0,Christian Brothers University,35.127437,<a href='http://www.cbu.edu' target='_blank'>Christian Brothers University</a>,-89.983241,15556,,Private non-profit,#7570B3,"<a href='http://www.cbu.edu' target='_blank'>Christian Brothers University</a><br/>Master's Colleges, Private non-profit, <br/>Undergrad size: 1,574 (55% women)<br/>Total size: 2,182<br/>Tuition and fees: $30,166<br/>Avg net price: $15,556<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: 46%<br/>Graduation rate: 52%<br/>First-year retention: 80%<br/>Median salary (6yrs after): $33,000<br/>Default rate: 7%",80,33e3,NA,NA,54.0,Required,#66C2A5,TRUE,2182,Master's Colleges,#D95F02,15556.0,1574.0,1574.0,30166.0
NA,1.0,2,10.100000000000001,NA,NA,Pentecostal Theological Seminary,35.162528,<a href='http://www.ptseminary.edu/' target='_blank'>Pentecostal Theological Seminary</a>,-84.868326,NA,,Private non-profit,#7570B3,"<a href='http://www.ptseminary.edu/' target='_blank'>Pentecostal Theological Seminary</a><br/>Baccalaureate Colleges, Private non-profit, <br/>Undergrad size: NA (NA% women)<br/>Total size: 318<br/>Tuition and fees: $NA<br/>Avg net price: $NA<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: NA%<br/>Median salary (6yrs after): $NA<br/>Default rate: 10%",NA,NA,NA,NA,NA,NA,NA,NA,318,Baccalaureate Colleges,#7570B3,NA,NA,NA,NA
3947.0,1.0,1,18.6,4648,NA,Cleveland State Community College,35.20078,<a href='http://www.clevelandstatecc.edu' target='_blank'>Cleveland State Community College</a>,-84.87914,4797,,Public,#1B9E77,"<a href='http://www.clevelandstatecc.edu' target='_blank'>Cleveland State Community College</a><br/>Associate's Colleges, Public, <br/>Undergrad size: 4,648 (60% women)<br/>Total size: 4,648<br/>Tuition and fees: $3,947<br/>Avg net price: $4,797<br/>SAT math (25th-75th pctile): NA-NA<br/>SAT verbal (25th-75th pctile): NA-NA<br/>Admit rate: NA%<br/>Graduation rate: NA%<br/>First-year retention: 50%<br/>Median salary (6yrs after): $22,600<br/>Default rate: 19%",50,22600.0,NA,NA,NA,NA,NA,NA,4648,Associate's Colleges,#E7298A,4797.0,4648.0,4648.0,3947.0
